V1	V2	organism
P25708	Q8HXG5	Bovine
P25708	Q8HXG6	Bovine
P25708	Q95KV7	Bovine
P25712	P31800	Bovine
P25712	P34942	Bovine
P25712	P34943	Bovine
P25712	P42026	Bovine
P25712	P42028	Bovine
P25712	P42029	Bovine
P25712	P48305	Bovine
P25712	P52505	Bovine
P25712	P68530	Bovine
P25712	Q01321	Bovine
P25712	Q02365	Bovine
P25712	Q02366	Bovine
P25712	Q02367	Bovine
P25712	Q02368	Bovine
P25712	Q02369	Bovine
P25712	Q02370	Bovine
P25712	Q02371	Bovine
P25712	Q02372	Bovine
P25712	Q02373	Bovine
P25712	Q02374	Bovine
P25712	Q02375	Bovine
P25712	Q02376	Bovine
P25712	Q02377	Bovine
P25712	Q02378	Bovine
P25712	Q02379	Bovine
P25712	Q02380	Bovine
P25712	Q02827	Bovine
P25712	Q05752	Bovine
P25712	Q8HXG5	Bovine
P25712	Q8HXG6	Bovine
P25712	Q95KV7	Bovine
P31800	P34942	Bovine
P31800	P34943	Bovine
P31800	P42026	Bovine
P31800	P42028	Bovine
P31800	P42029	Bovine
P31800	P48305	Bovine
P31800	P52505	Bovine
P31800	P68530	Bovine
P31800	Q01321	Bovine
P31800	Q02365	Bovine
P31800	Q02366	Bovine
P31800	Q02367	Bovine
P31800	Q02368	Bovine
P31800	Q02369	Bovine
P31800	Q02370	Bovine
P31800	Q02371	Bovine
P31800	Q02372	Bovine
P31800	Q02373	Bovine
P31800	Q02374	Bovine
P31800	Q02375	Bovine
P31800	Q02376	Bovine
P31800	Q02377	Bovine
P31800	Q02378	Bovine
P31800	Q02379	Bovine
P31800	Q02380	Bovine
P31800	Q02827	Bovine
P31800	Q05752	Bovine
P31800	Q8HXG5	Bovine
P31800	Q8HXG6	Bovine
P31800	Q95KV7	Bovine
P34942	P34943	Bovine
P34942	P42026	Bovine
P34942	P42028	Bovine
P34942	P42029	Bovine
P34942	P48305	Bovine
P34942	P52505	Bovine
P34942	P68530	Bovine
P34942	Q01321	Bovine
P34942	Q02365	Bovine
P34942	Q02366	Bovine
P34942	Q02367	Bovine
P34942	Q02368	Bovine
P34942	Q02369	Bovine
P34942	Q02370	Bovine
P34942	Q02371	Bovine
P34942	Q02372	Bovine
P34942	Q02373	Bovine
P34942	Q02374	Bovine
P34942	Q02375	Bovine
P34942	Q02376	Bovine
P34942	Q02377	Bovine
P34942	Q02378	Bovine
P34942	Q02379	Bovine
P34942	Q02380	Bovine
P34942	Q02827	Bovine
P34942	Q05752	Bovine
P34942	Q8HXG5	Bovine
P34942	Q8HXG6	Bovine
P34942	Q95KV7	Bovine
P34943	P42026	Bovine
P34943	P42028	Bovine
P34943	P42029	Bovine
P34943	P48305	Bovine
P34943	P52505	Bovine
P34943	P68530	Bovine
P34943	Q01321	Bovine
P34943	Q02365	Bovine
P34943	Q02366	Bovine
P34943	Q02367	Bovine
P34943	Q02368	Bovine
P34943	Q02369	Bovine
P34943	Q02370	Bovine
P34943	Q02371	Bovine
P34943	Q02372	Bovine
P34943	Q02373	Bovine
P34943	Q02374	Bovine
P34943	Q02375	Bovine
P34943	Q02376	Bovine
P34943	Q02377	Bovine
P34943	Q02378	Bovine
P34943	Q02379	Bovine
P34943	Q02380	Bovine
P34943	Q02827	Bovine
P34943	Q05752	Bovine
P34943	Q8HXG5	Bovine
P34943	Q8HXG6	Bovine
P34943	Q95KV7	Bovine
P42026	P42028	Bovine
P42026	P42029	Bovine
P42026	P48305	Bovine
P42026	P52505	Bovine
P42026	P68530	Bovine
P42026	Q01321	Bovine
P42026	Q02365	Bovine
P42026	Q02366	Bovine
P42026	Q02367	Bovine
P42026	Q02368	Bovine
P42026	Q02369	Bovine
P42026	Q02370	Bovine
P42026	Q02371	Bovine
P42026	Q02372	Bovine
P42026	Q02373	Bovine
P42026	Q02374	Bovine
P42026	Q02375	Bovine
P42026	Q02376	Bovine
P42026	Q02377	Bovine
P42026	Q02378	Bovine
P42026	Q02379	Bovine
P42026	Q02380	Bovine
P42026	Q02827	Bovine
P42026	Q05752	Bovine
P42026	Q8HXG5	Bovine
P42026	Q8HXG6	Bovine
P42026	Q95KV7	Bovine
P42028	P42029	Bovine
P42028	P48305	Bovine
P42028	P52505	Bovine
P42028	P68530	Bovine
P42028	Q01321	Bovine
P42028	Q02365	Bovine
P42028	Q02366	Bovine
P42028	Q02367	Bovine
P42028	Q02368	Bovine
P42028	Q02369	Bovine
P42028	Q02370	Bovine
P42028	Q02371	Bovine
P42028	Q02372	Bovine
P42028	Q02373	Bovine
P42028	Q02374	Bovine
P42028	Q02375	Bovine
P42028	Q02376	Bovine
P42028	Q02377	Bovine
P42028	Q02378	Bovine
P42028	Q02379	Bovine
P42028	Q02380	Bovine
P42028	Q02827	Bovine
P42028	Q05752	Bovine
P42028	Q8HXG5	Bovine
P42028	Q8HXG6	Bovine
P42028	Q95KV7	Bovine
P42029	P48305	Bovine
P42029	P52505	Bovine
P42029	P68530	Bovine
P42029	Q01321	Bovine
P42029	Q02365	Bovine
P42029	Q02366	Bovine
P42029	Q02367	Bovine
P42029	Q02368	Bovine
P42029	Q02369	Bovine
P42029	Q02370	Bovine
P42029	Q02371	Bovine
P42029	Q02372	Bovine
P42029	Q02373	Bovine
P42029	Q02374	Bovine
P42029	Q02375	Bovine
P42029	Q02376	Bovine
P42029	Q02377	Bovine
P42029	Q02378	Bovine
P42029	Q02379	Bovine
P42029	Q02380	Bovine
P42029	Q02827	Bovine
P42029	Q05752	Bovine
P42029	Q8HXG5	Bovine
P42029	Q8HXG6	Bovine
P42029	Q95KV7	Bovine
P48305	P52505	Bovine
P48305	P68530	Bovine
P48305	Q01321	Bovine
P48305	Q02365	Bovine
P48305	Q02366	Bovine
P48305	Q02367	Bovine
P48305	Q02368	Bovine
P48305	Q02369	Bovine
P48305	Q02370	Bovine
P48305	Q02371	Bovine
P48305	Q02372	Bovine
P48305	Q02373	Bovine
P48305	Q02374	Bovine
P48305	Q02375	Bovine
P48305	Q02376	Bovine
P48305	Q02377	Bovine
P48305	Q02378	Bovine
P48305	Q02379	Bovine
P48305	Q02380	Bovine
P48305	Q02827	Bovine
P48305	Q05752	Bovine
P48305	Q8HXG5	Bovine
P48305	Q8HXG6	Bovine
P48305	Q95KV7	Bovine
P52505	P68530	Bovine
P52505	Q01321	Bovine
P52505	Q02365	Bovine
P52505	Q02366	Bovine
P52505	Q02367	Bovine
P52505	Q02368	Bovine
P52505	Q02369	Bovine
P52505	Q02370	Bovine
P52505	Q02371	Bovine
P52505	Q02372	Bovine
P52505	Q02373	Bovine
P52505	Q02374	Bovine
P52505	Q02375	Bovine
P52505	Q02376	Bovine
P52505	Q02377	Bovine
P52505	Q02378	Bovine
P52505	Q02379	Bovine
P52505	Q02380	Bovine
P52505	Q02827	Bovine
P52505	Q05752	Bovine
P52505	Q8HXG5	Bovine
P52505	Q8HXG6	Bovine
P52505	Q95KV7	Bovine
P68530	Q01321	Bovine
P68530	Q02365	Bovine
P68530	Q02366	Bovine
P68530	Q02367	Bovine
P68530	Q02368	Bovine
P68530	Q02369	Bovine
P68530	Q02370	Bovine
P68530	Q02371	Bovine
P68530	Q02372	Bovine
P68530	Q02373	Bovine
P68530	Q02374	Bovine
P68530	Q02375	Bovine
P68530	Q02376	Bovine
P68530	Q02377	Bovine
P68530	Q02378	Bovine
P68530	Q02379	Bovine
P68530	Q02380	Bovine
P68530	Q02827	Bovine
P68530	Q05752	Bovine
P68530	Q8HXG5	Bovine
P68530	Q8HXG6	Bovine
P68530	Q95KV7	Bovine
Q01321	Q02365	Bovine
Q01321	Q02366	Bovine
Q01321	Q02367	Bovine
Q01321	Q02368	Bovine
Q01321	Q02369	Bovine
Q01321	Q02370	Bovine
Q01321	Q02371	Bovine
Q01321	Q02372	Bovine
Q01321	Q02373	Bovine
Q01321	Q02374	Bovine
Q01321	Q02375	Bovine
Q01321	Q02376	Bovine
Q01321	Q02377	Bovine
Q01321	Q02378	Bovine
Q01321	Q02379	Bovine
Q01321	Q02380	Bovine
Q01321	Q02827	Bovine
Q01321	Q05752	Bovine
Q01321	Q8HXG5	Bovine
Q01321	Q8HXG6	Bovine
Q01321	Q95KV7	Bovine
Q02365	Q02366	Bovine
Q02365	Q02367	Bovine
Q02365	Q02368	Bovine
Q02365	Q02369	Bovine
Q02365	Q02370	Bovine
Q02365	Q02371	Bovine
Q02365	Q02372	Bovine
Q02365	Q02373	Bovine
Q02365	Q02374	Bovine
Q02365	Q02375	Bovine
Q02365	Q02376	Bovine
Q02365	Q02377	Bovine
Q02365	Q02378	Bovine
Q02365	Q02379	Bovine
Q02365	Q02380	Bovine
Q02365	Q02827	Bovine
Q02365	Q05752	Bovine
Q02365	Q8HXG5	Bovine
Q02365	Q8HXG6	Bovine
Q02365	Q95KV7	Bovine
Q02366	Q02367	Bovine
Q02366	Q02368	Bovine
Q02366	Q02369	Bovine
Q02366	Q02370	Bovine
Q02366	Q02371	Bovine
Q02366	Q02372	Bovine
Q02366	Q02373	Bovine
Q02366	Q02374	Bovine
Q02366	Q02375	Bovine
Q02366	Q02376	Bovine
Q02366	Q02377	Bovine
Q02366	Q02378	Bovine
Q02366	Q02379	Bovine
Q02366	Q02380	Bovine
Q02366	Q02827	Bovine
Q02366	Q05752	Bovine
Q02366	Q8HXG5	Bovine
Q02366	Q8HXG6	Bovine
Q02366	Q95KV7	Bovine
Q02367	Q02368	Bovine
Q02367	Q02369	Bovine
Q02367	Q02370	Bovine
Q02367	Q02371	Bovine
Q02367	Q02372	Bovine
Q02367	Q02373	Bovine
Q02367	Q02374	Bovine
Q02367	Q02375	Bovine
Q02367	Q02376	Bovine
Q02367	Q02377	Bovine
Q02367	Q02378	Bovine
Q02367	Q02379	Bovine
Q02367	Q02380	Bovine
Q02367	Q02827	Bovine
Q02367	Q05752	Bovine
Q02367	Q8HXG5	Bovine
Q02367	Q8HXG6	Bovine
Q02367	Q95KV7	Bovine
Q02368	Q02369	Bovine
Q02368	Q02370	Bovine
Q02368	Q02371	Bovine
Q02368	Q02372	Bovine
Q02368	Q02373	Bovine
Q02368	Q02374	Bovine
Q02368	Q02375	Bovine
Q02368	Q02376	Bovine
Q02368	Q02377	Bovine
Q02368	Q02378	Bovine
Q02368	Q02379	Bovine
Q02368	Q02380	Bovine
Q02368	Q02827	Bovine
Q02368	Q05752	Bovine
Q02368	Q8HXG5	Bovine
Q02368	Q8HXG6	Bovine
Q02368	Q95KV7	Bovine
Q02369	Q02370	Bovine
Q02369	Q02371	Bovine
Q02369	Q02372	Bovine
Q02369	Q02373	Bovine
Q02369	Q02374	Bovine
Q02369	Q02375	Bovine
Q02369	Q02376	Bovine
Q02369	Q02377	Bovine
Q02369	Q02378	Bovine
Q02369	Q02379	Bovine
Q02369	Q02380	Bovine
Q02369	Q02827	Bovine
Q02369	Q05752	Bovine
Q02369	Q8HXG5	Bovine
Q02369	Q8HXG6	Bovine
Q02369	Q95KV7	Bovine
Q02370	Q02371	Bovine
Q02370	Q02372	Bovine
Q02370	Q02373	Bovine
Q02370	Q02374	Bovine
Q02370	Q02375	Bovine
Q02370	Q02376	Bovine
Q02370	Q02377	Bovine
Q02370	Q02378	Bovine
Q02370	Q02379	Bovine
Q02370	Q02380	Bovine
Q02370	Q02827	Bovine
Q02370	Q05752	Bovine
Q02370	Q8HXG5	Bovine
Q02370	Q8HXG6	Bovine
Q02370	Q95KV7	Bovine
Q02371	Q02372	Bovine
Q02371	Q02373	Bovine
Q02371	Q02374	Bovine
Q02371	Q02375	Bovine
Q02371	Q02376	Bovine
Q02371	Q02377	Bovine
Q02371	Q02378	Bovine
Q02371	Q02379	Bovine
Q02371	Q02380	Bovine
Q02371	Q02827	Bovine
Q02371	Q05752	Bovine
Q02371	Q8HXG5	Bovine
Q02371	Q8HXG6	Bovine
Q02371	Q95KV7	Bovine
Q02372	Q02373	Bovine
Q02372	Q02374	Bovine
Q02372	Q02375	Bovine
Q02372	Q02376	Bovine
Q02372	Q02377	Bovine
Q02372	Q02378	Bovine
Q02372	Q02379	Bovine
Q02372	Q02380	Bovine
Q02372	Q02827	Bovine
Q02372	Q05752	Bovine
Q02372	Q8HXG5	Bovine
Q02372	Q8HXG6	Bovine
Q02372	Q95KV7	Bovine
Q02373	Q02374	Bovine
Q02373	Q02375	Bovine
Q02373	Q02376	Bovine
Q02373	Q02377	Bovine
Q02373	Q02378	Bovine
Q02373	Q02379	Bovine
Q02373	Q02380	Bovine
Q02373	Q02827	Bovine
Q02373	Q05752	Bovine
Q02373	Q8HXG5	Bovine
Q02373	Q8HXG6	Bovine
Q02373	Q95KV7	Bovine
Q02374	Q02375	Bovine
Q02374	Q02376	Bovine
Q02374	Q02377	Bovine
Q02374	Q02378	Bovine
Q02374	Q02379	Bovine
Q02374	Q02380	Bovine
Q02374	Q02827	Bovine
Q02374	Q05752	Bovine
Q02374	Q8HXG5	Bovine
Q02374	Q8HXG6	Bovine
Q02374	Q95KV7	Bovine
Q02375	Q02376	Bovine
Q02375	Q02377	Bovine
Q02375	Q02378	Bovine
Q02375	Q02379	Bovine
Q02375	Q02380	Bovine
Q02375	Q02827	Bovine
Q02375	Q05752	Bovine
Q02375	Q8HXG5	Bovine
Q02375	Q8HXG6	Bovine
Q02375	Q95KV7	Bovine
Q02376	Q02377	Bovine
Q02376	Q02378	Bovine
Q02376	Q02379	Bovine
Q02376	Q02380	Bovine
Q02376	Q02827	Bovine
Q02376	Q05752	Bovine
Q02376	Q8HXG5	Bovine
Q02376	Q8HXG6	Bovine
Q02376	Q95KV7	Bovine
Q02377	Q02378	Bovine
Q02377	Q02379	Bovine
Q02377	Q02380	Bovine
Q02377	Q02827	Bovine
Q02377	Q05752	Bovine
Q02377	Q8HXG5	Bovine
Q02377	Q8HXG6	Bovine
Q02377	Q95KV7	Bovine
Q02378	Q02379	Bovine
Q02378	Q02380	Bovine
Q02378	Q02827	Bovine
Q02378	Q05752	Bovine
Q02378	Q8HXG5	Bovine
Q02378	Q8HXG6	Bovine
Q02378	Q95KV7	Bovine
Q02379	Q02380	Bovine
Q02379	Q02827	Bovine
Q02379	Q05752	Bovine
Q02379	Q8HXG5	Bovine
Q02379	Q8HXG6	Bovine
Q02379	Q95KV7	Bovine
Q02380	Q02827	Bovine
Q02380	Q05752	Bovine
Q02380	Q8HXG5	Bovine
Q02380	Q8HXG6	Bovine
Q02380	Q95KV7	Bovine
Q02827	Q05752	Bovine
Q02827	Q8HXG5	Bovine
Q02827	Q8HXG6	Bovine
Q02827	Q95KV7	Bovine
Q05752	Q8HXG5	Bovine
Q05752	Q8HXG6	Bovine
Q05752	Q95KV7	Bovine
Q8HXG5	Q8HXG6	Bovine
Q8HXG5	Q95KV7	Bovine
Q8HXG6	Q95KV7	Bovine
Q63881	Q6Q629	Rat
Q63881	Q9JM47	Rat
Q6Q629	Q9JM47	Rat
O75446	Q09028	Human
O75446	Q13547	Human
O75446	Q16576	Human
O75446	Q4LE39	Human
O75446	Q92769	Human
O75446	Q96ST3	Human
O75446	Q9H0E3	Human
Q09028	Q13547	Human
Q09028	Q16576	Human
Q09028	Q4LE39	Human
Q09028	Q92769	Human
Q09028	Q96ST3	Human
Q09028	Q9H0E3	Human
Q13547	Q16576	Human
Q13547	Q4LE39	Human
Q13547	Q92769	Human
Q13547	Q96ST3	Human
Q13547	Q9H0E3	Human
Q16576	Q4LE39	Human
Q16576	Q92769	Human
Q16576	Q96ST3	Human
Q16576	Q9H0E3	Human
Q4LE39	Q92769	Human
Q4LE39	Q96ST3	Human
Q4LE39	Q9H0E3	Human
Q92769	Q96ST3	Human
Q92769	Q9H0E3	Human
Q96ST3	Q9H0E3	Human
O75446	Q09028	Human
O75446	Q13547	Human
O75446	Q16576	Human
O75446	Q4LE39	Human
O75446	Q92769	Human
O75446	Q96ST3	Human
O75446	Q9H0E3	Human
O75446	Q9H7L9	Human
Q09028	Q13547	Human
Q09028	Q16576	Human
Q09028	Q4LE39	Human
Q09028	Q92769	Human
Q09028	Q96ST3	Human
Q09028	Q9H0E3	Human
Q09028	Q9H7L9	Human
Q13547	Q16576	Human
Q13547	Q4LE39	Human
Q13547	Q92769	Human
Q13547	Q96ST3	Human
Q13547	Q9H0E3	Human
Q13547	Q9H7L9	Human
Q16576	Q4LE39	Human
Q16576	Q92769	Human
Q16576	Q96ST3	Human
Q16576	Q9H0E3	Human
Q16576	Q9H7L9	Human
Q4LE39	Q92769	Human
Q4LE39	Q96ST3	Human
Q4LE39	Q9H0E3	Human
Q4LE39	Q9H7L9	Human
Q92769	Q96ST3	Human
Q92769	Q9H0E3	Human
Q92769	Q9H7L9	Human
Q96ST3	Q9H0E3	Human
Q96ST3	Q9H7L9	Human
Q9H0E3	Q9H7L9	Human
Q63881	Q6Q629	Rat
P46101	Q63881	Rat
Q8N608	Q9NZV8	Human
O75446	Q09028	Human
O75446	Q13547	Human
O75446	Q16576	Human
O75446	Q4LE39	Human
O75446	Q92769	Human
O75446	Q96ST3	Human
Q09028	Q13547	Human
Q09028	Q16576	Human
Q09028	Q4LE39	Human
Q09028	Q92769	Human
Q09028	Q96ST3	Human
Q13547	Q16576	Human
Q13547	Q4LE39	Human
Q13547	Q92769	Human
Q13547	Q96ST3	Human
Q16576	Q4LE39	Human
Q16576	Q92769	Human
Q16576	Q96ST3	Human
Q4LE39	Q92769	Human
Q4LE39	Q96ST3	Human
Q92769	Q96ST3	Human
P08050	P34058	Rat
P08050	Q62760	Rat
P34058	Q62760	Rat
Q62897	Q6Q629	Rat
P46101	Q62897	Rat
D3ZYK3	P46101	Rat
D3ZYK3	Q6Q629	Rat
Q63881	Q6Q629	Rat
P46101	Q63881	Rat
P46101	Q63881	Rat
P46101	Q8R426	Rat
Q63881	Q8R426	Rat
O14925	O43615	Human
O14925	O60830	Human
O14925	Q99595	Human
O43615	O60830	Human
O43615	Q99595	Human
O60830	Q99595	Human
Q63881	Q8R426	Rat
Q63881	Q9JM59	Rat
Q63881	Q9JM47	Rat
Q62897	Q63881	Rat
Q7Z3B3	Q8N5Y2	Human
Q7Z3B3	Q9H7Z6	Human
Q7Z3B3	Q9HCI7	Human
Q8N5Y2	Q9H7Z6	Human
Q8N5Y2	Q9HCI7	Human
Q9H7Z6	Q9HCI7	Human
O54921	O54922	Rat
O54921	O54923	Rat
O54921	O54924	Rat
O54921	P97878	Rat
O54921	Q62824	Rat
O54921	Q62825	Rat
O54921	Q8R3S6	Rat
O54922	O54923	Rat
O54922	O54924	Rat
O54922	P97878	Rat
O54922	Q62824	Rat
O54922	Q62825	Rat
O54922	Q8R3S6	Rat
O54923	O54924	Rat
O54923	P97878	Rat
O54923	Q62824	Rat
O54923	Q62825	Rat
O54923	Q8R3S6	Rat
O54924	P97878	Rat
O54924	Q62824	Rat
O54924	Q62825	Rat
O54924	Q8R3S6	Rat
P97878	Q62824	Rat
P97878	Q62825	Rat
P97878	Q8R3S6	Rat
Q62824	Q62825	Rat
Q62824	Q8R3S6	Rat
Q62825	Q8R3S6	Rat
P0CG13	Q8WVB6	Human
P0CG13	Q9BVC3	Human
Q8WVB6	Q9BVC3	Human
P0CG13	P40938	Human
P0CG13	Q8WVB6	Human
P0CG13	Q9BVC3	Human
P40938	Q8WVB6	Human
P40938	Q9BVC3	Human
Q8WVB6	Q9BVC3	Human
O60341	Q09028	Human
O60341	Q12873	Human
O60341	Q13330	Human
O60341	Q13547	Human
O60341	Q14839	Human
O60341	Q92769	Human
Q09028	Q12873	Human
Q09028	Q13330	Human
Q09028	Q13547	Human
Q09028	Q14839	Human
Q09028	Q92769	Human
Q12873	Q13330	Human
Q12873	Q13547	Human
Q12873	Q14839	Human
Q12873	Q92769	Human
Q13330	Q13547	Human
Q13330	Q14839	Human
Q13330	Q92769	Human
Q13547	Q14839	Human
Q13547	Q92769	Human
Q14839	Q92769	Human
P63208	Q13309	Human
P63208	Q13616	Human
Q13309	Q13616	Human
O35092	O35093	Rat
O35092	O35094	Rat
O35092	P0DMW0	Rat
O35093	O35094	Rat
O35093	P0DMW0	Rat
O35094	P0DMW0	Rat
O14936	Q02410	Human
O14936	Q9NUP9	Human
Q02410	Q9NUP9	Human
O60934	P49959	Human
O60934	Q92878	Human
P49959	Q92878	Human
O60934	P49959	Human
O60934	Q15554	Human
O60934	Q92878	Human
P49959	Q15554	Human
P49959	Q92878	Human
Q15554	Q92878	Human
O60341	O75362	Human
O60341	Q13547	Human
O60341	Q92769	Human
O60341	Q96BD5	Human
O60341	Q9P0W2	Human
O60341	Q9UKL0	Human
O75362	Q13547	Human
O75362	Q92769	Human
O75362	Q96BD5	Human
O75362	Q9P0W2	Human
O75362	Q9UKL0	Human
Q13547	Q92769	Human
Q13547	Q96BD5	Human
Q13547	Q9P0W2	Human
Q13547	Q9UKL0	Human
Q92769	Q96BD5	Human
Q92769	Q9P0W2	Human
Q92769	Q9UKL0	Human
Q96BD5	Q9P0W2	Human
Q96BD5	Q9UKL0	Human
Q9P0W2	Q9UKL0	Human
P40337	Q13617	Human
P40337	Q15369	Human
P40337	Q15370	Human
Q13617	Q15369	Human
Q13617	Q15370	Human
Q15369	Q15370	Human
P62072	Q9Y5J7	Human
O60341	Q9UKL0	Human
O60341	O75362	Human
O60341	P0DMV8	Human
O60341	P0DMV9	Human
O60341	Q13363	Human
O60341	Q13547	Human
O60341	Q92766	Human
O60341	Q96BD5	Human
O60341	Q96EK2	Human
O60341	Q9NP66	Human
O60341	Q9P0W2	Human
O60341	Q9P2K3	Human
O60341	Q9UBW7	Human
O60341	Q9UKL0	Human
O75362	P0DMV8	Human
O75362	P0DMV9	Human
O75362	Q13363	Human
O75362	Q13547	Human
O75362	Q92766	Human
O75362	Q96BD5	Human
O75362	Q96EK2	Human
O75362	Q9NP66	Human
O75362	Q9P0W2	Human
O75362	Q9P2K3	Human
O75362	Q9UBW7	Human
O75362	Q9UKL0	Human
P0DMV8	P0DMV9	Human
P0DMV8	Q13363	Human
P0DMV8	Q13547	Human
P0DMV8	Q92766	Human
P0DMV8	Q96BD5	Human
P0DMV8	Q96EK2	Human
P0DMV8	Q9NP66	Human
P0DMV8	Q9P0W2	Human
P0DMV8	Q9P2K3	Human
P0DMV8	Q9UBW7	Human
P0DMV8	Q9UKL0	Human
P0DMV9	Q13363	Human
P0DMV9	Q13547	Human
P0DMV9	Q92766	Human
P0DMV9	Q96BD5	Human
P0DMV9	Q96EK2	Human
P0DMV9	Q9NP66	Human
P0DMV9	Q9P0W2	Human
P0DMV9	Q9P2K3	Human
P0DMV9	Q9UBW7	Human
P0DMV9	Q9UKL0	Human
Q13363	Q13547	Human
Q13363	Q92766	Human
Q13363	Q96BD5	Human
Q13363	Q96EK2	Human
Q13363	Q9NP66	Human
Q13363	Q9P0W2	Human
Q13363	Q9P2K3	Human
Q13363	Q9UBW7	Human
Q13363	Q9UKL0	Human
Q13547	Q92766	Human
Q13547	Q96BD5	Human
Q13547	Q96EK2	Human
Q13547	Q9NP66	Human
Q13547	Q9P0W2	Human
Q13547	Q9P2K3	Human
Q13547	Q9UBW7	Human
Q13547	Q9UKL0	Human
Q92766	Q96BD5	Human
Q92766	Q96EK2	Human
Q92766	Q9NP66	Human
Q92766	Q9P0W2	Human
Q92766	Q9P2K3	Human
Q92766	Q9UBW7	Human
Q92766	Q9UKL0	Human
Q96BD5	Q96EK2	Human
Q96BD5	Q9NP66	Human
Q96BD5	Q9P0W2	Human
Q96BD5	Q9P2K3	Human
Q96BD5	Q9UBW7	Human
Q96BD5	Q9UKL0	Human
Q96EK2	Q9NP66	Human
Q96EK2	Q9P0W2	Human
Q96EK2	Q9P2K3	Human
Q96EK2	Q9UBW7	Human
Q96EK2	Q9UKL0	Human
Q9NP66	Q9P0W2	Human
Q9NP66	Q9P2K3	Human
Q9NP66	Q9UBW7	Human
Q9NP66	Q9UKL0	Human
Q9P0W2	Q9P2K3	Human
Q9P0W2	Q9UBW7	Human
Q9P0W2	Q9UKL0	Human
Q9P2K3	Q9UBW7	Human
Q9P2K3	Q9UKL0	Human
Q9UBW7	Q9UKL0	Human
O60934	P49959	Human
O60934	Q92878	Human
O60934	Q9Y4A5	Human
P49959	Q92878	Human
P49959	Q9Y4A5	Human
Q92878	Q9Y4A5	Human
O70257	P58200	Rat
O70257	Q9WUF4	Rat
O70257	Q9Z2Q7	Rat
P58200	Q9WUF4	Rat
P58200	Q9Z2Q7	Rat
Q9WUF4	Q9Z2Q7	Rat
P54132	P62380	Human
O08661	P12368	Rat
O08661	P27791	Rat
O08661	P62138	Rat
O08661	P63331	Rat
O08661	P97534	Rat
P12368	P27791	Rat
P12368	P62138	Rat
P12368	P63331	Rat
P12368	P97534	Rat
P27791	P62138	Rat
P27791	P63331	Rat
P27791	P97534	Rat
P62138	P63331	Rat
P62138	P97534	Rat
P63331	P97534	Rat
O14965	O75410	Human
O14965	Q14008	Human
O75410	Q14008	Human
O60341	O94776	Human
O60341	P78347	Human
O60341	Q09028	Human
O60341	Q12873	Human
O60341	Q13330	Human
O60341	Q13547	Human
O60341	Q14202	Human
O60341	Q14687	Human
O60341	Q14839	Human
O60341	Q16576	Human
O60341	Q92769	Human
O60341	Q96BD5	Human
O60341	Q96ST3	Human
O60341	Q9P0W2	Human
O60341	Q9UBW7	Human
O60341	Q9UKL0	Human
O94776	P78347	Human
O94776	Q09028	Human
O94776	Q12873	Human
O94776	Q13330	Human
O94776	Q13547	Human
O94776	Q14202	Human
O94776	Q14687	Human
O94776	Q14839	Human
O94776	Q16576	Human
O94776	Q92769	Human
O94776	Q96BD5	Human
O94776	Q96ST3	Human
O94776	Q9P0W2	Human
O94776	Q9UBW7	Human
O94776	Q9UKL0	Human
P78347	Q09028	Human
P78347	Q12873	Human
P78347	Q13330	Human
P78347	Q13547	Human
P78347	Q14202	Human
P78347	Q14687	Human
P78347	Q14839	Human
P78347	Q16576	Human
P78347	Q92769	Human
P78347	Q96BD5	Human
P78347	Q96ST3	Human
P78347	Q9P0W2	Human
P78347	Q9UBW7	Human
P78347	Q9UKL0	Human
Q09028	Q12873	Human
Q09028	Q13330	Human
Q09028	Q13547	Human
Q09028	Q14202	Human
Q09028	Q14687	Human
Q09028	Q14839	Human
Q09028	Q16576	Human
Q09028	Q92769	Human
Q09028	Q96BD5	Human
Q09028	Q96ST3	Human
Q09028	Q9P0W2	Human
Q09028	Q9UBW7	Human
Q09028	Q9UKL0	Human
Q12873	Q13330	Human
Q12873	Q13547	Human
Q12873	Q14202	Human
Q12873	Q14687	Human
Q12873	Q14839	Human
Q12873	Q16576	Human
Q12873	Q92769	Human
Q12873	Q96BD5	Human
Q12873	Q96ST3	Human
Q12873	Q9P0W2	Human
Q12873	Q9UBW7	Human
Q12873	Q9UKL0	Human
Q13330	Q13547	Human
Q13330	Q14202	Human
Q13330	Q14687	Human
Q13330	Q14839	Human
Q13330	Q16576	Human
Q13330	Q92769	Human
Q13330	Q96BD5	Human
Q13330	Q96ST3	Human
Q13330	Q9P0W2	Human
Q13330	Q9UBW7	Human
Q13330	Q9UKL0	Human
Q13547	Q14202	Human
Q13547	Q14687	Human
Q13547	Q14839	Human
Q13547	Q16576	Human
Q13547	Q92769	Human
Q13547	Q96BD5	Human
Q13547	Q96ST3	Human
Q13547	Q9P0W2	Human
Q13547	Q9UBW7	Human
Q13547	Q9UKL0	Human
Q14202	Q14687	Human
Q14202	Q14839	Human
Q14202	Q16576	Human
Q14202	Q92769	Human
Q14202	Q96BD5	Human
Q14202	Q96ST3	Human
Q14202	Q9P0W2	Human
Q14202	Q9UBW7	Human
Q14202	Q9UKL0	Human
Q14687	Q14839	Human
Q14687	Q16576	Human
Q14687	Q92769	Human
Q14687	Q96BD5	Human
Q14687	Q96ST3	Human
Q14687	Q9P0W2	Human
Q14687	Q9UBW7	Human
